2025-08-13 15:44:48 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.2.Final
2025-08-13 16:15:40 [XNIO-1 task-3] WARN  o.r.h.InjectionMetaObjectHandler - 自动注入警告 => 用户未登录
2025-08-13 16:15:40 [XNIO-1 task-3] ERROR o.ruoyi.common.log.aspect.LogAspect - 异常信息:Token无效：undefined
2025-08-13 16:15:51 [XNIO-1 task-3] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:15:51 [XNIO-1 task-3] WARN  o.r.s.service.impl.SysOssServiceImpl - OSS上传失败，使用本地存储: 创建Bucket失败, 请核对配置信息:[<bucketname>-<appid> (Service: Amazon S3; Status Code: 400; Error Code: InvalidRequest; Request ID: Njg5YzQ5YjdfYzgzNTEwMDlfNDlkZF81ZGY1OGMx; S3 Extended Request ID: null; Proxy: null)]
2025-08-13 16:15:51 [XNIO-1 task-3] INFO  o.r.s.service.impl.SysOssServiceImpl - 使用上传目录: C:\Users\28279\Desktop\SourceCode\uploads\images\
2025-08-13 16:15:51 [XNIO-1 task-3] INFO  o.r.s.service.impl.SysOssServiceImpl - 当前工作目录: C:\Users\28279\Desktop\SourceCode
2025-08-13 16:15:51 [XNIO-1 task-3] INFO  o.r.s.service.impl.SysOssServiceImpl - 上传目录已存在: C:\Users\28279\Desktop\SourceCode\uploads\images\
2025-08-13 16:15:51 [XNIO-1 task-3] INFO  o.r.s.service.impl.SysOssServiceImpl - 文件已保存到: C:\Users\28279\Desktop\SourceCode\uploads\images\1755072951534.png
2025-08-13 16:15:51 [XNIO-1 task-3] WARN  o.r.h.InjectionMetaObjectHandler - 自动注入警告 => 用户未登录
2025-08-13 16:15:51 [XNIO-1 task-3] ERROR o.ruoyi.common.log.aspect.LogAspect - 异常信息:Token无效：undefined
2025-08-13 16:15:51 [XNIO-1 task-3] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:16:03 [XNIO-1 task-3] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:16:04 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:--> POST https://api.ppinfra.com/v3/openai/chat/completions
2025-08-13 16:16:04 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Content-Type: application/json; charset=utf-8
2025-08-13 16:16:04 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Content-Length: 7909
2025-08-13 16:16:04 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Accept: text/event-stream
2025-08-13 16:16:04 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:--> END POST
2025-08-13 16:16:05 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:<-- 200 https://api.ppinfra.com/v3/openai/chat/completions (1700ms)
2025-08-13 16:16:05 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:date: Wed, 13 Aug 2025 08:16:05 GMT
2025-08-13 16:16:05 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:content-type: text/event-stream
2025-08-13 16:16:05 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:cache-control: no-cache
2025-08-13 16:16:05 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:x-request-id: 
2025-08-13 16:16:05 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:x-trace-id: fb9e9682de49a13f3624605510b26857
2025-08-13 16:16:05 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:<-- END HTTP
2025-08-13 16:16:05 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.l.SSEEventSourceListener - OpenAI建立sse连接...
2025-08-13 16:16:11 [XNIO-1 task-3] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:16:11 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.l.SSEEventSourceListener - OpenAI关闭sse连接...
2025-08-13 16:16:32 [XNIO-1 task-3] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:16:33 [XNIO-1 task-3] WARN  o.r.s.service.impl.SysOssServiceImpl - OSS上传失败，使用本地存储: 创建Bucket失败, 请核对配置信息:[<bucketname>-<appid> (Service: Amazon S3; Status Code: 400; Error Code: InvalidRequest; Request ID: Njg5YzQ5ZTFfMTljZDNiMGJfZjc4Nl8zNWExNjdj; S3 Extended Request ID: null; Proxy: null)]
2025-08-13 16:16:33 [XNIO-1 task-3] INFO  o.r.s.service.impl.SysOssServiceImpl - 使用上传目录: C:\Users\28279\Desktop\SourceCode\uploads\images\
2025-08-13 16:16:33 [XNIO-1 task-3] INFO  o.r.s.service.impl.SysOssServiceImpl - 当前工作目录: C:\Users\28279\Desktop\SourceCode
2025-08-13 16:16:33 [XNIO-1 task-3] INFO  o.r.s.service.impl.SysOssServiceImpl - 上传目录已存在: C:\Users\28279\Desktop\SourceCode\uploads\images\
2025-08-13 16:16:33 [XNIO-1 task-3] INFO  o.r.s.service.impl.SysOssServiceImpl - 文件已保存到: C:\Users\28279\Desktop\SourceCode\uploads\images\1755072993232.docx
2025-08-13 16:16:33 [XNIO-1 task-3] WARN  o.r.h.InjectionMetaObjectHandler - 自动注入警告 => 用户未登录
2025-08-13 16:16:33 [XNIO-1 task-3] ERROR o.ruoyi.common.log.aspect.LogAspect - 异常信息:Token无效：undefined
2025-08-13 16:16:38 [XNIO-1 task-3] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:16:38 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:--> POST https://api.ppinfra.com/v3/openai/chat/completions
2025-08-13 16:16:38 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Content-Type: application/json; charset=utf-8
2025-08-13 16:16:38 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Content-Length: 9864
2025-08-13 16:16:38 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Accept: text/event-stream
2025-08-13 16:16:38 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:--> END POST
2025-08-13 16:16:40 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:<-- 200 https://api.ppinfra.com/v3/openai/chat/completions (1774ms)
2025-08-13 16:16:40 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:date: Wed, 13 Aug 2025 08:16:40 GMT
2025-08-13 16:16:40 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:content-type: text/event-stream
2025-08-13 16:16:40 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:cache-control: no-cache
2025-08-13 16:16:40 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:x-request-id: 
2025-08-13 16:16:40 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:x-trace-id: 304355448cd0044c38199cd3b656931b
2025-08-13 16:16:40 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:<-- END HTTP
2025-08-13 16:16:40 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.l.SSEEventSourceListener - OpenAI建立sse连接...
2025-08-13 16:16:45 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.l.SSEEventSourceListener - OpenAI关闭sse连接...
2025-08-13 16:16:45 [XNIO-1 task-3] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:17:33 [XNIO-1 task-3] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:17:33 [XNIO-1 task-3] WARN  o.r.s.service.impl.SysOssServiceImpl - OSS上传失败，使用本地存储: 创建Bucket失败, 请核对配置信息:[<bucketname>-<appid> (Service: Amazon S3; Status Code: 400; Error Code: InvalidRequest; Request ID: Njg5YzRhMWVfZGI5M2Y1MDlfNTI1NV80ZjFkYzM4; S3 Extended Request ID: null; Proxy: null)]
2025-08-13 16:17:33 [XNIO-1 task-3] INFO  o.r.s.service.impl.SysOssServiceImpl - 使用上传目录: C:\Users\28279\Desktop\SourceCode\uploads\images\
2025-08-13 16:17:33 [XNIO-1 task-3] INFO  o.r.s.service.impl.SysOssServiceImpl - 当前工作目录: C:\Users\28279\Desktop\SourceCode
2025-08-13 16:17:33 [XNIO-1 task-3] INFO  o.r.s.service.impl.SysOssServiceImpl - 上传目录已存在: C:\Users\28279\Desktop\SourceCode\uploads\images\
2025-08-13 16:17:33 [XNIO-1 task-3] INFO  o.r.s.service.impl.SysOssServiceImpl - 文件已保存到: C:\Users\28279\Desktop\SourceCode\uploads\images\1755073053927.docx
2025-08-13 16:17:33 [XNIO-1 task-3] WARN  o.r.h.InjectionMetaObjectHandler - 自动注入警告 => 用户未登录
2025-08-13 16:17:33 [XNIO-1 task-3] ERROR o.ruoyi.common.log.aspect.LogAspect - 异常信息:Token无效：undefined
2025-08-13 16:17:42 [XNIO-1 task-2] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:17:42 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:--> POST https://api.ppinfra.com/v3/openai/chat/completions
2025-08-13 16:17:42 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Content-Type: application/json; charset=utf-8
2025-08-13 16:17:42 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Content-Length: 10238
2025-08-13 16:17:42 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Accept: text/event-stream
2025-08-13 16:17:42 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:--> END POST
2025-08-13 16:17:44 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:<-- 200 https://api.ppinfra.com/v3/openai/chat/completions (2095ms)
2025-08-13 16:17:44 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:date: Wed, 13 Aug 2025 08:17:45 GMT
2025-08-13 16:17:44 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:content-type: text/event-stream
2025-08-13 16:17:44 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:cache-control: no-cache
2025-08-13 16:17:44 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:x-request-id: 
2025-08-13 16:17:44 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:x-trace-id: e3415e3004279d54215d50c6ad5d1eec
2025-08-13 16:17:44 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:<-- END HTTP
2025-08-13 16:17:44 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.l.SSEEventSourceListener - OpenAI建立sse连接...
2025-08-13 16:17:52 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.l.SSEEventSourceListener - OpenAI关闭sse连接...
2025-08-13 16:17:52 [XNIO-1 task-2] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:26:05 [XNIO-1 task-2] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:28:01 [XNIO-1 task-2] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:28:01 [XNIO-1 task-2] WARN  o.r.s.service.impl.SysOssServiceImpl - OSS上传失败，使用本地存储: 创建Bucket失败, 请核对配置信息:[<bucketname>-<appid> (Service: Amazon S3; Status Code: 400; Error Code: InvalidRequest; Request ID: Njg5YzRjOTJfNDZjYzNiMGJfZjgwYl8zNTQzMmE5; S3 Extended Request ID: null; Proxy: null)]
2025-08-13 16:28:01 [XNIO-1 task-2] INFO  o.r.s.service.impl.SysOssServiceImpl - 使用上传目录: C:\Users\28279\Desktop\SourceCode\uploads\images\
2025-08-13 16:28:01 [XNIO-1 task-2] INFO  o.r.s.service.impl.SysOssServiceImpl - 当前工作目录: C:\Users\28279\Desktop\SourceCode
2025-08-13 16:28:02 [XNIO-1 task-2] INFO  o.r.s.service.impl.SysOssServiceImpl - 上传目录已存在: C:\Users\28279\Desktop\SourceCode\uploads\images\
2025-08-13 16:28:02 [XNIO-1 task-2] INFO  o.r.s.service.impl.SysOssServiceImpl - 文件已保存到: C:\Users\28279\Desktop\SourceCode\uploads\images\1755073681997.docx
2025-08-13 16:28:02 [XNIO-1 task-2] WARN  o.r.h.InjectionMetaObjectHandler - 自动注入警告 => 用户未登录
2025-08-13 16:28:02 [XNIO-1 task-2] ERROR o.ruoyi.common.log.aspect.LogAspect - 异常信息:Token无效：undefined
2025-08-13 16:28:06 [XNIO-1 task-2] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:28:06 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:--> POST https://api.ppinfra.com/v3/openai/chat/completions
2025-08-13 16:28:06 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Content-Type: application/json; charset=utf-8
2025-08-13 16:28:06 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Content-Length: 10932
2025-08-13 16:28:06 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Accept: text/event-stream
2025-08-13 16:28:06 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:--> END POST
2025-08-13 16:28:07 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:<-- 200 https://api.ppinfra.com/v3/openai/chat/completions (1066ms)
2025-08-13 16:28:07 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:date: Wed, 13 Aug 2025 08:28:07 GMT
2025-08-13 16:28:07 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:content-type: text/event-stream
2025-08-13 16:28:07 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:cache-control: no-cache
2025-08-13 16:28:07 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:x-request-id: 
2025-08-13 16:28:07 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:x-trace-id: 1d649d96a414860233f9ae75b0818a5a
2025-08-13 16:28:07 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:<-- END HTTP
2025-08-13 16:28:07 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.l.SSEEventSourceListener - OpenAI建立sse连接...
2025-08-13 16:28:16 [XNIO-1 task-2] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:28:16 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.l.SSEEventSourceListener - OpenAI关闭sse连接...
2025-08-13 16:28:38 [XNIO-1 task-2] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:30:58 [XNIO-1 task-2] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:31:03 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.2.Final
2025-08-13 16:31:03 [main] INFO  org.ruoyi.RuoYiAIApplication - Starting RuoYiAIApplication using Java 17.0.15 with PID 17732 (C:\Users\28279\Desktop\SourceCode\backend\ruoyi-admin\target\classes started by 28279 in C:\Users\28279\Desktop\SourceCode)
2025-08-13 16:31:03 [main] INFO  org.ruoyi.RuoYiAIApplication - The following 1 profile is active: "dev"
2025-08-13 16:31:07 [main] WARN  o.m.s.mapper.ClassPathMapperScanner - Skipping MapperFactoryBean with name 'paperMapper' and 'org.ruoyi.teaching.mapper.PaperMapper' mapperInterface. Bean already defined with the same name!
2025-08-13 16:31:09 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'lock4j-com.baomidou.lock.spring.boot.autoconfigure.Lock4jProperties' of type [com.baomidou.lock.spring.boot.autoconfigure.Lock4jProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [meterRegistryPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2025-08-13 16:31:09 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'com.baomidou.lock.spring.boot.autoconfigure.LockAutoConfiguration' of type [com.baomidou.lock.spring.boot.autoconfigure.LockAutoConfiguration$$SpringCGLIB$$0] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [meterRegistryPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2025-08-13 16:31:09 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'lockKeyBuilder' of type [com.baomidou.lock.DefaultLockKeyBuilder] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [meterRegistryPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2025-08-13 16:31:09 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'lockFailureStrategy' of type [com.baomidou.lock.DefaultLockFailureStrategy] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [meterRegistryPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2025-08-13 16:31:09 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'lockInterceptor' of type [com.baomidou.lock.aop.LockInterceptor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [meterRegistryPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2025-08-13 16:31:09 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'lockAnnotationAdvisor' of type [com.baomidou.lock.aop.LockAnnotationAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [meterRegistryPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2025-08-13 16:31:10 [main] INFO  io.undertow.servlet - Initializing Spring embedded WebApplicationContext
2025-08-13 16:31:11 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource detect P6SPY plugin and enabled it
2025-08-13 16:31:11 [main] INFO  com.zaxxer.hikari.HikariDataSource - master - Starting...
2025-08-13 16:31:11 [main] INFO  com.zaxxer.hikari.pool.HikariPool - master - Added connection com.mysql.cj.jdbc.ConnectionImpl@25dacc5a
2025-08-13 16:31:11 [main] INFO  com.zaxxer.hikari.HikariDataSource - master - Start completed.
2025-08-13 16:31:11 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource - add a datasource named [master] success
2025-08-13 16:31:11 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource initial loaded [1] datasource,primary datasource named [master]
2025-08-13 16:31:14 [main] INFO  o.r.common.json.config.JacksonConfig - 初始化 jackson 配置
2025-08-13 16:31:15 [main] INFO  o.r.common.redis.config.RedisConfig - 初始化 redis 配置
2025-08-13 16:31:15 [main] INFO  org.redisson.Version - Redisson 3.20.1
2025-08-13 16:31:15 [redisson-netty-2-5] INFO  o.r.c.p.MasterPubSubConnectionPool - 1 connections initialized for localhost/127.0.0.1:6379
2025-08-13 16:31:15 [redisson-netty-2-4] INFO  o.r.c.pool.MasterConnectionPool - 8 connections initialized for localhost/127.0.0.1:6379
2025-08-13 16:31:16 [main] INFO  o.r.common.json.config.JacksonConfig - 初始化 jackson 配置
2025-08-13 16:31:19 [main] INFO  io.undertow - starting server: Undertow - 2.3.18.Final
2025-08-13 16:31:19 [main] INFO  org.xnio - XNIO version 3.8.16.Final
2025-08-13 16:31:19 [main] INFO  org.xnio.nio - XNIO NIO Implementation Version 3.8.16.Final
2025-08-13 16:31:19 [main] INFO  org.jboss.threads - JBoss Threads version 3.5.0.Final
2025-08-13 16:31:19 [main] INFO  org.ruoyi.RuoYiAIApplication - Started RuoYiAIApplication in 16.91 seconds (process running for 17.636)
2025-08-13 16:31:19 [main] INFO  o.r.c.c.l.WebSocketTopicListener - 初始化WebSocket主题订阅监听器成功
2025-08-13 16:31:19 [main] INFO  o.r.s.runner.SystemApplicationRunner - 初始化OSS配置成功
2025-08-13 16:31:33 [XNIO-1 task-2] INFO  io.undertow.servlet - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-08-13 16:31:33 [XNIO-1 task-2] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:31:37 [XNIO-1 task-2] WARN  o.r.s.service.impl.SysOssServiceImpl - OSS上传失败，使用本地存储: 创建Bucket失败, 请核对配置信息:[<bucketname>-<appid> (Service: Amazon S3; Status Code: 400; Error Code: InvalidRequest; Request ID: Njg5YzRkNjlfOWZjYzNiMGJfMTM0N2JfMzUyZDNkNQ==; S3 Extended Request ID: null; Proxy: null)]
2025-08-13 16:31:37 [XNIO-1 task-2] INFO  o.r.s.service.impl.SysOssServiceImpl - 使用上传目录: C:\Users\28279\Desktop\SourceCode\uploads\images\
2025-08-13 16:31:37 [XNIO-1 task-2] INFO  o.r.s.service.impl.SysOssServiceImpl - 当前工作目录: C:\Users\28279\Desktop\SourceCode
2025-08-13 16:31:37 [XNIO-1 task-2] INFO  o.r.s.service.impl.SysOssServiceImpl - 上传目录已存在: C:\Users\28279\Desktop\SourceCode\uploads\images\
2025-08-13 16:31:37 [XNIO-1 task-2] INFO  o.r.s.service.impl.SysOssServiceImpl - 文件已保存到: C:\Users\28279\Desktop\SourceCode\uploads\images\1755073897626.png
2025-08-13 16:31:37 [XNIO-1 task-2] WARN  o.r.h.InjectionMetaObjectHandler - 自动注入警告 => 用户未登录
2025-08-13 16:31:37 [XNIO-1 task-2] ERROR o.ruoyi.common.log.aspect.LogAspect - 异常信息:Token无效：undefined
2025-08-13 16:31:40 [XNIO-1 task-3] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:31:52 [XNIO-1 task-3] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:31:52 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:--> POST https://api.ppinfra.com/v3/openai/chat/completions
2025-08-13 16:31:52 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Content-Type: application/json; charset=utf-8
2025-08-13 16:31:52 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Content-Length: 11289
2025-08-13 16:31:52 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Accept: text/event-stream
2025-08-13 16:31:52 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:--> END POST
2025-08-13 16:31:54 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:<-- 200 https://api.ppinfra.com/v3/openai/chat/completions (1409ms)
2025-08-13 16:31:54 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:date: Wed, 13 Aug 2025 08:31:54 GMT
2025-08-13 16:31:54 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:content-type: text/event-stream
2025-08-13 16:31:54 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:cache-control: no-cache
2025-08-13 16:31:54 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:x-request-id: 
2025-08-13 16:31:54 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:x-trace-id: 8fae290c8162e7ac75e5feeae5c3495a
2025-08-13 16:31:54 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:<-- END HTTP
2025-08-13 16:31:54 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.l.SSEEventSourceListener - OpenAI建立sse连接...
2025-08-13 16:32:05 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.l.SSEEventSourceListener - OpenAI关闭sse连接...
2025-08-13 16:32:05 [XNIO-1 task-3] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
