1754622004523|28|statement|connection 0|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = ?)|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = 'suno')
1754623898497|1|statement|connection 18|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = ?)|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = 'deepseek/deepseek-r1-0528-qwen3-8b')
1754623898503|0|statement|connection 19|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = ?)|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = 'deepseek/deepseek-r1-0528-qwen3-8b')
1754623915923|2|statement|connection 20|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = ?)|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = 'deepseek/deepseek-r1-0528-qwen3-8b')
1754623915943|2|statement|connection 21|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = ?)|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = 'deepseek/deepseek-r1-0528-qwen3-8b')
1754624241517|1|statement|connection 22|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = ?)|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = 'deepseek/deepseek-r1-0528-qwen3-8b')
1754624241525|1|statement|connection 23|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = ?)|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = 'deepseek/deepseek-r1-0528-qwen3-8b')
1754624405508|2|statement|connection 24|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = ?)|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = 'deepseek/deepseek-r1-0528-qwen3-8b')
1754624405523|2|statement|connection 25|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = ?)|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = 'deepseek/deepseek-r1-0528-qwen3-8b')
1754624424343|3|statement|connection 26|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = ?)|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = 'deepseek/deepseek-r1-0528-qwen3-8b')
1754624424354|2|statement|connection 27|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = ?)|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = 'deepseek/deepseek-r1-0528-qwen3-8b')
1754624710689|1|statement|connection 28|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_show = ?)|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_show = '0')
1754624719440|9|statement|connection 29|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT id,paper_name,create_role,create_name,paper_difficulty,paper_type,paper_subject,topic_number,answer_time,collection,create_dept,create_by,create_time,update_by,update_time FROM a7_paper WHERE id=?|SELECT id,paper_name,create_role,create_name,paper_difficulty,paper_type,paper_subject,topic_number,answer_time,collection,create_dept,create_by,create_time,update_by,update_time FROM a7_paper WHERE id=1945677815536799745
1754624719480|2|statement|connection 30|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,paper_id,user_id,finished,finish_time,create_dept,create_by,create_time,update_by,update_time  FROM a7_paper_user_relation      WHERE  (paper_id IN (?))|SELECT  id,paper_id,user_id,finished,finish_time,create_dept,create_by,create_time,update_by,update_time  FROM a7_paper_user_relation      WHERE  (paper_id IN (1945677815536799745))
1754624719572|7|statement|connection 31|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,paper_id,topic_name,topic_difficulty,topic_type,topic_content,topic_answer,collection,create_dept,create_by,create_time,update_by,update_time  FROM a7_topic      WHERE  (paper_id = ?)|SELECT  id,paper_id,topic_name,topic_difficulty,topic_type,topic_content,topic_answer,collection,create_dept,create_by,create_time,update_by,update_time  FROM a7_topic      WHERE  (paper_id = 1945677815536799745)
1754624719776|20|statement|connection 32|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,topic_id,sorted,option_content,right_answer,create_dept,create_by,create_time,update_by,update_time  FROM a7_topic_option      WHERE  (topic_id IN (?,?,?,?))|SELECT  id,topic_id,sorted,option_content,right_answer,create_dept,create_by,create_time,update_by,update_time  FROM a7_topic_option      WHERE  (topic_id IN (1945677815671017473,1945677815998173186,1945677816061087748,1945677816195305474))
1754624741181|55|statement|connection 33|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|INSERT INTO a7_paper_user_relation  ( id, paper_id, user_id, finished,  create_dept, create_by, create_time, update_by, update_time )  VALUES (  ?, ?, ?, ?,  ?, ?, ?, ?, ?  )|INSERT INTO a7_paper_user_relation  ( id, paper_id, user_id, finished,  create_dept, create_by, create_time, update_by, update_time )  VALUES (  1953663880337113089, 1945677815536799745, 1941157542410121217, true,  103, 1941157542410121217, '2025-08-08T11:45:41.057+0800', 1941157542410121217, '2025-08-08T11:45:41.057+0800'  )
1754624741440|35|statement|connection 33|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|INSERT INTO a7_paper_answer  ( id, paper_id, user_id, topic_id, topic_write, right_answer, create_dept, create_by, create_time, update_by, update_time )  VALUES (  ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?  )|INSERT INTO a7_paper_answer  ( id, paper_id, user_id, topic_id, topic_write, right_answer, create_dept, create_by, create_time, update_by, update_time )  VALUES (  1953663881201139714, 1945677815536799745, 1941157542410121217, 1945677815671017473, 'B', false, 103, 1941157542410121217, '2025-08-08T11:45:41.266+0800', 1941157542410121217, '2025-08-08T11:45:41.266+0800'  )
1754624741446|2|statement|connection 33|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|INSERT INTO a7_paper_answer  ( id, paper_id, user_id, topic_id, topic_write, right_answer, create_dept, create_by, create_time, update_by, update_time )  VALUES (  ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?  )|INSERT INTO a7_paper_answer  ( id, paper_id, user_id, topic_id, topic_write, right_answer, create_dept, create_by, create_time, update_by, update_time )  VALUES (  1953663881964503041, 1945677815536799745, 1941157542410121217, 1945677815998173186, 'C', false, 103, 1941157542410121217, '2025-08-08T11:45:41.442+0800', 1941157542410121217, '2025-08-08T11:45:41.442+0800'  )
1754624741449|1|statement|connection 33|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|INSERT INTO a7_paper_answer  ( id, paper_id, user_id, topic_id, topic_write, right_answer, create_dept, create_by, create_time, update_by, update_time )  VALUES (  ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?  )|INSERT INTO a7_paper_answer  ( id, paper_id, user_id, topic_id, topic_write, right_answer, create_dept, create_by, create_time, update_by, update_time )  VALUES (  1953663881964503042, 1945677815536799745, 1941157542410121217, 1945677816061087748, 'A', false, 103, 1941157542410121217, '2025-08-08T11:45:41.447+0800', 1941157542410121217, '2025-08-08T11:45:41.447+0800'  )
1754624741455|2|statement|connection 33|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|INSERT INTO a7_paper_answer  ( id, paper_id, user_id, topic_id, topic_write, right_answer, create_dept, create_by, create_time, update_by, update_time )  VALUES (  ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?  )|INSERT INTO a7_paper_answer  ( id, paper_id, user_id, topic_id, topic_write, right_answer, create_dept, create_by, create_time, update_by, update_time )  VALUES (  1953663881964503043, 1945677815536799745, 1941157542410121217, 1945677816195305474, 'A', false, 103, 1941157542410121217, '2025-08-08T11:45:41.452+0800', 1941157542410121217, '2025-08-08T11:45:41.452+0800'  )
1754624741460|2|commit|connection 33|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true||
1754624741635|14|statement|connection 34|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|INSERT INTO sys_oper_log  ( oper_id, tenant_id, title, business_type, method, request_method, operator_type, oper_name,  oper_url, oper_ip, oper_location, oper_param, json_result, status,  oper_time, cost_time )  VALUES (  ?, ?, ?, ?, ?, ?, ?, ?,  ?, ?, ?, ?, ?, ?,  ?, ?  )|INSERT INTO sys_oper_log  ( oper_id, tenant_id, title, business_type, method, request_method, operator_type, oper_name,  oper_url, oper_ip, oper_location, oper_param, json_result, status,  oper_time, cost_time )  VALUES (  1953663882698506241, '000000', 'A7试卷管理', 2, 'org.ruoyi.controller.PaperController.saveAnswer()', 'POST', 1, 'xs001',  '/a7/paper/saveAnswer/1945677815536799745', '127.0.0.1', '内网IP', '"1945677815536799745" [{"createDept":null,"createBy":null,"createTime":null,"updateBy":null,"updateTime":null,"id":"1953663881201139714","userId":"1941157542410121217","paperId":"1945677815536799745","topicId":"1945677815671017473","topicWrite":"B","rightAnswer":false},{"createDept":null,"createBy":null,"createTime":null,"updateBy":null,"updateTime":null,"id":"1953663881964503041","userId":"1941157542410121217","paperId":"1945677815536799745","topicId":"1945677815998173186","topicWrite":"C","rightAnswer":false},{"createDept":null,"createBy":null,"createTime":null,"updateBy":null,"updateTime":null,"id":"1953663881964503042","userId":"1941157542410121217","paperId":"1945677815536799745","topicId":"1945677816061087748","topicWrite":"A","rightAnswer":false},{"createDept":null,"createBy":null,"createTime":null,"updateBy":null,"updateTime":null,"id":"1953663881964503043","userId":"1941157542410121217","paperId":"1945677815536799745","topicId":"1945677816195305474","topicWrite":"A","rightAnswer":false}]', '{"code":200,"msg":"操作成功","data":null}', 0,  '2025-08-08T11:45:41.605+0800', 663  )
1754624741793|2|statement|connection 35|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT id,paper_name,create_role,create_name,paper_difficulty,paper_type,paper_subject,topic_number,answer_time,collection,create_dept,create_by,create_time,update_by,update_time FROM a7_paper WHERE id=?|SELECT id,paper_name,create_role,create_name,paper_difficulty,paper_type,paper_subject,topic_number,answer_time,collection,create_dept,create_by,create_time,update_by,update_time FROM a7_paper WHERE id=1945677815536799745
1754624741818|9|statement|connection 36|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,paper_id,user_id,finished,finish_time,create_dept,create_by,create_time,update_by,update_time  FROM a7_paper_user_relation      WHERE  (paper_id IN (?))|SELECT  id,paper_id,user_id,finished,finish_time,create_dept,create_by,create_time,update_by,update_time  FROM a7_paper_user_relation      WHERE  (paper_id IN (1945677815536799745))
1754624741848|4|statement|connection 37|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,paper_id,topic_name,topic_difficulty,topic_type,topic_content,topic_answer,collection,create_dept,create_by,create_time,update_by,update_time  FROM a7_topic      WHERE  (paper_id = ?)|SELECT  id,paper_id,topic_name,topic_difficulty,topic_type,topic_content,topic_answer,collection,create_dept,create_by,create_time,update_by,update_time  FROM a7_topic      WHERE  (paper_id = 1945677815536799745)
1754624741864|6|statement|connection 38|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,topic_id,sorted,option_content,right_answer,create_dept,create_by,create_time,update_by,update_time  FROM a7_topic_option      WHERE  (topic_id IN (?,?,?,?))|SELECT  id,topic_id,sorted,option_content,right_answer,create_dept,create_by,create_time,update_by,update_time  FROM a7_topic_option      WHERE  (topic_id IN (1945677815671017473,1945677815998173186,1945677816061087748,1945677816195305474))
1754624741932|1|statement|connection 39|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,paper_id,user_id,topic_id,topic_write,right_answer,create_dept,create_by,create_time,update_by,update_time  FROM a7_paper_answer      WHERE  (paper_id = ? AND user_id = ?)|SELECT  id,paper_id,user_id,topic_id,topic_write,right_answer,create_dept,create_by,create_time,update_by,update_time  FROM a7_paper_answer      WHERE  (paper_id = 1945677815536799745 AND user_id = 1941157542410121217)
1754624741935|6|statement|connection 40|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT COUNT(*) AS total FROM a7_paper WHERE ((create_by = ? OR (create_role = ?)))|SELECT COUNT(*) AS total FROM a7_paper WHERE ((create_by = 1941157542410121217 OR (create_role = 'teacher')))
1754624741945|6|statement|connection 40|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,paper_name,create_role,create_name,paper_difficulty,paper_type,paper_subject,topic_number,answer_time,collection,create_dept,create_by,create_time,update_by,update_time  FROM a7_paper      WHERE  ((create_by = ? OR (create_role = ?))) LIMIT ?|SELECT  id,paper_name,create_role,create_name,paper_difficulty,paper_type,paper_subject,topic_number,answer_time,collection,create_dept,create_by,create_time,update_by,update_time  FROM a7_paper      WHERE  ((create_by = 1941157542410121217 OR (create_role = 'teacher'))) LIMIT 10
1754624741974|1|statement|connection 41|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,paper_id,user_id,finished,finish_time,create_dept,create_by,create_time,update_by,update_time  FROM a7_paper_user_relation      WHERE  (paper_id IN (?))|SELECT  id,paper_id,user_id,finished,finish_time,create_dept,create_by,create_time,update_by,update_time  FROM a7_paper_user_relation      WHERE  (paper_id IN (1945677815536799745))
1754636954115|63|statement|connection 0|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = ?)|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = 'suno')
1754636954194|1|statement|connection 1|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = ?)|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = 'luma')
1754636954286|11|statement|connection 2|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,category,config_name,config_value,config_dict,remark,version,del_flag,update_ip,create_dept,create_by,create_time,update_by,update_time  FROM chat_config  WHERE del_flag='0'     AND (category = ? AND config_name LIKE ?)|SELECT  id,category,config_name,config_value,config_dict,remark,version,del_flag,update_ip,create_dept,create_by,create_time,update_by,update_time  FROM chat_config  WHERE del_flag='0'     AND (category = 'chat' AND config_name LIKE '%apiHost%')
1754637185362|5|statement|connection 0|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = ?)|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = 'suno')
1754637185435|2|statement|connection 1|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = ?)|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = 'luma')
1754637185497|4|statement|connection 2|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,category,config_name,config_value,config_dict,remark,version,del_flag,update_ip,create_dept,create_by,create_time,update_by,update_time  FROM chat_config  WHERE del_flag='0'     AND (category = ? AND config_name LIKE ?)|SELECT  id,category,config_name,config_value,config_dict,remark,version,del_flag,update_ip,create_dept,create_by,create_time,update_by,update_time  FROM chat_config  WHERE del_flag='0'     AND (category = 'chat' AND config_name LIKE '%apiHost%')
1754899214264|18|statement|connection 0|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = ?)|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = 'suno')
1754899214294|0|statement|connection 1|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = ?)|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = 'luma')
1754899214328|5|statement|connection 2|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,category,config_name,config_value,config_dict,remark,version,del_flag,update_ip,create_dept,create_by,create_time,update_by,update_time  FROM chat_config  WHERE del_flag='0'     AND (category = ? AND config_name LIKE ?)|SELECT  id,category,config_name,config_value,config_dict,remark,version,del_flag,update_ip,create_dept,create_by,create_time,update_by,update_time  FROM chat_config  WHERE del_flag='0'     AND (category = 'chat' AND config_name LIKE '%apiHost%')
1755071104901|23|statement|connection 0|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = ?)|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = 'suno')
